data_arc,full_name,
31,       (2002 KG4),606191
3598,       (2002 KJ4),606192
3996,       (2002 KK8),606196
5848,       (2002 LX),606217
7,       (2002 LX64),606273
18,       (2002 MX),606290
7,       (2002 MR3),606295
31,       (2002 MT3),606297
1099,       (2002 NY40),606359
88,       (2002 PR1),606743
4225,       (2002 PF43),606835
3092,       (2002 PE130),606919
114,       (2002 QH10),607364
5831,       (2002 QQ40),607425
5343,       (2002 QW47),607438
22,       (2002 SQ41),609229
131,       (2002 TP69),609438
4243,       (2002 TB70),609441
5715,       (2002 UK11),610181
4730,       (2002 VE68),610443
5113,       (2002 VP69),610445
29,       (2002 VR85),610455
131,       (2002 XO14),610750
28,       (2002 XQ90),610802
4333,       (2003 AY2),610872
4489,       (2003 AA3),610873
21,       (2003 AC23),610885
5189,       (2003 AF23),610886
3713,       (2003 BB21),610945
3314,       (2003 BK47),610974
939,       (2003 BR47),610976
1657,       (2003 CG11),611021
4210,       (2003 EG16),611079
1851,       (2003 ED50),611097
29,       (2003 GG21),611196
4774,       (2003 GQ22),611202
2,       (2003 GR22),611203
21,       (2003 GP51),611220
4020,       (2003 HM),611232
4576,       (2003 HN16),611245
3488,       (2003 MU),611366
676,       (2003 MS2),611370
3898,       (2003 MK4),611373
5510,       (2003 NW1),611385
41,       (2003 OC3),611406
5110,       (2003 RS1),611637
15,       (2003 RB5),611643
2927,       (2003 SK84),611831
2906,       (2003 SS84),611835
4096,       (2003 TK2),612849
132,       (2003 TO9),612860
44,       (2003 TR9),612861
2513,       (2003 UX5),612950
2944,       (2003 VE1),613758
2639,       (2003 WG),613771
8,       (2003 WP21),613798
4669,       (2003 WC158),613925
3112,       (2003 WH166),613941
3976,       (2003 XM),613984
56,       (2003 YP1),614018
3279,       (2003 YS17),614048
30,       (2003 YD45),614064
4399,       (2003 YL118),614103
14,       (2003 YH136),614110
4790,       (2004 CO49),614368
1321,       (2004 DM44),614438
4622,       (2004 FW1),614577
192,       (2004 FJ11),614602
57,       (2004 FY31),614628
41,       (2004 GB2),614709
12,       (2004 GE2),614712
20,       (2004 HD2),614788
48,       (2004 HF12),614793
13,       (2004 HG12),614794
20,       (2004 HC39),614819
4778,       (2004 KB),614892
10,       (2004 KE17),614907
5113,       (2004 LB),614924
3,       (2004 LY5),614937
3116,       (2004 MD),614955
3511,       (2004 MX2),614963
26,       (2004 MP7),614977
5458,       (2004 PJ2),615044
3845,       (2004 PS42),615103
30,       (2004 QB),615223
17,       (2004 QX2),615238
72,       (2004 RQ10),615328
4245,       (2004 RW10),615329
4757,       (2004 RY10),615331
1128,       (2004 RF84),615463
4166,       (2004 RY109),615527
3118,       (2004 RZ164),615632
4817,       (2004 SS),615971
30,       (2004 TN1),616065
4984,       (2004 TP1),616067
4707,       (2004 TB10),616097
5040,       (2004 TG10),616101
4787,       (2004 TL10),616103
178,       (2004 UE),616849
4630,       (2004 UR1),616855
2974,       (2004 UU1),616858
1794,       (2004 UV1),616859
2757,       (2004 VB),616878
3297,       (2004 WK1),617047
13,       (2004 XO),617061
1469,       (2004 XL14),617077
4731,       (2004 XP14),617078
27,       (2004 XN29),617094
221,       (2005 AV27),617282
4826,       (2005 BG14),617333
5117,       (2005 CJ),617384
4294,       (2005 CL),617386
2937,       (2005 DD),617476
3920,       (2005 EA),617482
26,       (2005 EO33),617531
4040,       (2005 EW169),617700
3290,       (2005 FE3),617863
4740,       (2005 GL),617875
943,       (2005 GU),617877
2537,       (2005 GJ8),617884
1102,       (2005 GY8),617885
2388,       (2005 GD60),617964
24,       (2005 GH81),617982
2762,       (2005 JU1),618171
4735,       (2005 JU81),618328
1,       (2005 KJ10),618446
4398,       (2005 LW3),618462
31,       (2005 LX36),618508
927,       (2005 LW39),618516
3364,       (2005 NE7),618634
4648,       (2005 OX),618907
4080,       (2005 OD3),618918
3815,       (2005 OE3),618919
4760,       (2005 PJ2),618974
4191,       (2005 PA5),618976
3141,       (2005 QZ151),619557
2169,       (2005 RC34),619770
4481,       (2005 SQ),619840
2485,       (2005 TP),621061
2747,       (2005 TS15),621124
7012,       (2005 TF49),621287
896,       (2005 TR50),621298
4425,       (2005 TU50),621299
6,       (2005 UR),621872
21,       (2005 UW6),621919
4322,       (2005 UT64),622136
1147,       (2005 VO5),624263
3703,       (2005 VR7),624270
2565,       (2005 WD),624824
195,       (2005 WA1),624830
1451,       (2005 WY55),625049
3677,       (2005 XT77),625611
2971,       (2005 YU3),625707
28,       (2005 YS8),625723
3289,       (2005 YQ96),625981
1507,       (2006 AR3),626415
737,       (2006 AM4),626425
15,       (2006 BX39),626817
3553,       (2006 BE55),626874
10,       (2006 BX147),627161
4920,       (2006 CF),627522
28,       (2006 CU),627528
18,       (2006 CM10),627574
1943,       (2006 CT10),627576
1494,       (2006 DU62),627872
843,       (2006 GB),628452
32,       (2006 GC1),628456
3432,       (2006 HC2),628529
1099,       (2006 HD2),628530
3674,       (2006 HV5),628536
59,       (2006 HQ30),628584
1633,       (2006 HT30),628586
1053,       (2006 HW57),628636
3287,       (2006 KK21),629097
1343,       (2006 KD40),629174
2565,       (2006 KY86),629325
18,       (2006 KN89),629335
1829,       (2006 LK),629432
12,       (2006 LD1),629436
1573,       (2006 ON1),629481
3540,       (2006 PA1),629601
3199,       (2006 PY17),629644
2892,       (2006 QQ23),629789
3128,       (2006 RZ),630304
18,       (2006 RK1),630309
1253,       (2006 SS134),631608
2121,       (2006 TB),633054
5511,       (2006 TU7),633093
7,       (2006 TA8),633095
160,       (2006 UO),633701
4171,       (2006 UF17),633761
702,       (2006 UQ17),633765
2653,       (2006 UL217),634724
1110,       (2006 VG13),635386
56,       (2006 VT13),635389
1470,       (2006 WT1),636021
2653,       (2006 WJ3),636032
57,       (2006 YR2),636944
27,       (2007 AC2),637056
37,       (2007 AV2),637061
40,       (2007 AB12),637083
14,       (2007 BD7),637157
3423,       (2007 BJ29),637224
123,       (2007 CS26),637501
3516,       (2007 DY40),637778
2831,       (2007 DL41),637781
1933,       (2007 DS84),637924
3869,       (2007 DT103),637965
2908,       (2007 EC),638019
2246,       (2007 EF),638020
2956,       (2007 ED125),638345
4402,       (2007 FE),638555
18,       (2007 FF1),638560
1,       (2007 FT3),638578
16,       (2007 GQ3),638717
3217,       (2007 HA),638882
1003,       (2007 HE15),638930
31,       (2007 JY2),639124
61,       (2007 JH22),639184
23,       (2007 KG7),639259
3914,       (2007 LU19),639326
4051,       (2007 ML24),639409
7,       (2007 PR25),639523
3833,       (2007 PV27),639529
3534,       (2007 PF28),639534
3261,       (2007 RF2),639695
2957,       (2007 RU9),639733
3114,       (2007 RV9),639734
2213,       (2007 RU17),639782
296,       (2007 SQ6),641049
37,       (2007 SR11),641067
36,       (2007 TH1),641129
3311,       (2007 TS19),641217
3391,       (2007 TL23),641239
3665,       (2007 TQ24),641247
3895,       (2007 TR24),641248
3492,       (2007 TU24),641251
17,       (2007 UL12),643319
2972,       (2007 US12),643322
60,       (2007 UQ51),643493
19,       (2007 UR51),643494
17,       (2007 VG),644078
30,       (2007 VN3),644096
3168,       (2007 VT6),644107
1722,       (2007 VD12),644139
3097,       (2007 VZ137),644772
3312,       (2007 VM184),645002
20,       (2007 VP243),645302
33,       (2007 XN),645929
2050,       (2007 XY9),645962
23,       (2007 XD10),645966
50,       (2007 XK11),645972
1827,       (2007 YB2),646114
2423,       (2007 YQ56),646272
3011,       (2008 AX1),646368
3742,       (2008 AZ30),646490
2263,       (2008 AH33),646500
29,       (2008 AK33),646502
3415,       (2008 BD15),646915
2594,       (2008 CH),647032
3125,       (2008 CS1),647050
17,       (2008 CC6),647066
22,       (2008 CL116),647417
44,       (2008 DD),647735
3789,       (2008 DJ),647736
3624,       (2008 EE5),647998
2957,       (2008 EM7),648009
1,       (2008 EU68),648197
75,       (2008 FW5),648539
42,       (2008 FW6),648546
3134,       (2008 HH),649605
2072,       (2008 HS3),649628
2006,       (2008 HB38),649768
1414,       (2008 JG),649879
27,       (2008 JW2),649900
2547,       (2008 KV2),650033
9,       (2008 KE6),650051
352,       (2008 LW16),650228
14,       (2008 MP1),650237
1979,       (2008 NO3),650265
19,       (2008 NQ3),650267
2216,       (2008 OO),650273
2757,       (2008 OX1),650278
2921,       (2008 OS7),650297
3468,       (2008 OP8),650304
34,       (2008 ON13),650326
1307,       (2008 PF1),650369
35,       (2008 PJ9),650409
2016,       (2008 QS11),650513
62,       (2008 RV),650690
1414,       (2008 RM98),651137
5,       (2008 SC),651456
56,       (2008 SR1),651471
231,       (2008 SV11),651524
144,       (2008 SH82),651861
2400,       (2008 SJ82),651862
5,       (2008 SY148),652224
772,       (2008 TD2),653123
3293,       (2008 TC4),653139
741,       (2008 UU1),654386
705,       (2008 UE7),654429
2483,       (2008 UW91),654945
3665,       (2008 VB1),656593
22,       (2008 VL14),656646
2047,       (2008 WN2),657019
16,       (2008 WK61),657400
46,       (2008 WZ94),657536
57,       (2008 XN),657764
3003,       (2008 XB1),657769
26,       (2008 XA2),657777
2657,       (2008 XQ2),657784
3028,       (2008 XW2),657787
37,       (2008 YF),657949
2439,       (2008 YS27),658101
28,       (2009 AL),658767
16,       (2009 AC16),658851
10,       (2009 AE16),658853
3302,       (2009 BE58),659299
2008,       (2009 BJ58),659303
3295,       (2009 BL71),659361
23,       (2009 BD81),659405
854,       (2009 BE81),659406
1124,       (2009 CS),659912
1054,       (2009 CC3),659938
191,       (2009 DR3),660216
33,       (2009 DS10),660252
2014,       (2009 DH39),660426
1389,       (2009 DZ42),660439
16,       (2009 DM45),660456
2660,       (2009 DL46),660461
2928,       (2009 EP2),660847
2909,       (2009 FE),660936
12402,       (2009 FF),660937
4026,       (2009 FU4),660963
1087,       (2009 FY4),660967
3362,       (2009 FU23),661048
942,       (2009 HV2),661288
3019,       (2009 HA21),661355
3281,       (2009 HD21),661358
49,       (2009 HV58),661487
2530,       (2009 JR),661670
953,       (2009 KK),661777
7,       (2009 KD3),661794
1687,       (2009 KE3),661795
1025,       (2009 KK8),661821
9,       (2009 LQ),662000
3304,       (2009 LW2),662008
186,       (2009 OF),662086
3294,       (2009 OG),662087
3283,       (2009 QJ9),662371
118,       (2009 RV1),662709
41,       (2009 RZ3),662725
56,       (2009 SB),663088
4,       (2009 SN),663098
1275,       (2009 SW17),663221
1709,       (2009 SG18),663228
6357,       (2009 ST19),663235
3509,       (2009 ST103),663751
943,       (2009 TK12),665148
34,       (2009 UQ),665304
18,       (2009 UY17),665419
2557,       (2009 VW),666122
1965,       (2009 VZ),666124
950,       (2009 VA26),666319
11,       (2009 VQ44),666436
90,       (2009 WJ1),666754
3171,       (2009 WM1),666756
37,       (2009 XV),667870
42,       (2009 XT6),667901
2143,       (2010 AF30),668177
2599,       (2010 BK2),668878
1943,       (2010 CN44),670403
744,       (2010 DO),671647
,       (2010 DG77),672210
3,       (2010 DJ77),672212
44,       (2010 EF44),672644
233,       (2010 EK44),672645
,       (2010 EC46),672657
2387,       (2010 FQ),673224
239,       (2010 FF10),673278
97,       (2010 FC81),673738
154,       (2010 GS7),674044
76,       (2010 GT7),674045
136,       (2010 GU21),674186
1788,       (2010 JG),676261
205,       (2010 JK33),676565
6846,       (2010 JL33),676566
216,       (2010 JV34),676578
7,       (2010 JJ41),676601
38,       (2010 JN71),676869
23,       (2010 JE88),676949
23,       (2010 KQ10),677660
1316,       (2010 KR10),677661
9,       (2010 LK34),679262
15,       (2010 LZ63),679556
2928,       (2010 MF1),680260
2532,       (2010 MU112),681425
869,       (2010 ON101),683617
1488,       (2010 PK9),683944
1883,       (2010 PW58),684393
1332,       (2010 RA147),685375
139,       (2010 RF181),685530
1515,       (2010 SH13),685675
2114,       (2010 SC41),685872
4007,       (2010 TP54),686316
2594,       (2010 TP55),686336
4067,       (2010 TS149),686907
1353,       (2010 TU149),686909
4030,       (2010 TV149),686910
2622,       (2010 TX168),687016
2370,       (2010 UD),687184
80,       (2010 UY6),687230
1,       (2010 UG7),687237
1305,       (2010 UQ7),687244
16,       (2010 US7),687246
1364,       (2010 UK8),687258
1541,       (2010 VZ),687851
1338,       (2010 VG1),687854
2594,       (2010 VT11),687895
2501,       (2010 VD72),688228
38,       (2010 WV8),689279
135,       (2010 WZ8),689282
1726,       (2010 XC11),689676
2549,       (2010 XC15),689692
266,       (2010 XB24),689749
1413,       (2010 XC25),689757
1824,       (2010 XA68),689922
2306,       (2010 XP69),689934
1908,       (2010 YB),690025
1871,       (2011 AM24),690198
17,       (2011 AT26),690209
1897,       (2011 BX10),690673
2362,       (2011 BY18),690734
1457,       (2011 BE38),690892
39,       (2011 BM45),690971
2016,       (2011 BO59),691101
8,       (2011 BT59),691103
1856,       (2011 CG2),691868
2325,       (2011 CT4),691884
2538,       (2011 CC22),692026
1269,       (2011 CY46),692219
73,       (2011 CB50),692235
364,       (2011 DV),692839
1421,       (2011 DS9),692900
1963,       (2011 EL11),693182
255,       (2011 EF17),693222
1853,       (2011 EG17),693223
34,       (2011 EO40),693343
16,       (2011 EL51),693414
2209,       (2011 EO51),693416
1832,       (2011 GA),694302
4314,       (2011 GM44),694480
2589,       (2011 GN44),694481
2323,       (2011 GS60),694563
2688,       (2011 GQ61),694566
36,       (2011 JA),695256
18,       (2011 JD1),695270
1745,       (2011 JR13),695341
2521,       (2011 KE),695445
9,       (2011 KU15),695556
1679,       (2011 KO17),695575
575,       (2011 LT17),695844
1944,       (2011 LA19),695852
2143,       (2011 LC19),695854
147,       (2011 LJ19),695856
2450,       (2011 MU),695921
1108,       (2011 OA),695998
8749,       (2011 OB),695999
942,       (2011 OR15),696122
732,       (2011 OV18),696159
2067,       (2011 PS),696327
1619,       (2011 PO1),696338
71,       (2011 RJ1),697115
2462,       (2011 SR5),697399
653,       (2011 SO32),697638
1807,       (2011 SM68),697943
1662,       (2011 TK),699488
1063,       (2011 TC4),699520
2155,       (2011 TX8),699565
1223,       (2011 TN9),699571
2189,       (2011 UG20),699801
2345,       (2011 UH20),699802
2128,       (2011 UT20),699812
1650,       (2011 UV63),700142
1326,       (2011 UE305),701867
109,       (2011 VU5),702562
1129,       (2011 WA),702697
386,       (2011 WL2),702718
2419,       (2011 WO4),702734
2296,       (2011 WN15),702825
10,       (2011 WN46),703088
11,       (2011 WR46),703092
101,       (2011 XM1),703779
1467,       (2011 XA3),703788
169,       (2011 YE6),703842
1839,       (2011 YG6),703843
182,       (2011 YH28),703955
34,       (2011 YJ28),703956
1173,       (2011 YV62),704137
1135,       (2012 AD3),704268
1224,       (2012 AA11),704321
1752,       (2012 BN11),704518
190,       (2012 BS23),704599
5174,       (2012 BT23),704600
1450,       (2012 BU61),704771
1090,       (2012 BJ86),704947
1273,       (2012 BM86),704950
15080,       (2012 BB124),705187
161,       (2012 CA21),705572
191,       (2012 CA55),705771
22,       (2012 DE31),706020
1452,       (2012 DK31),706024
2234,       (2012 DJ61),706233
1427,       (2012 FQ1),706812
1125,       (2012 FR1),706813
1058,       (2012 FG58),707231
1152,       (2012 FO62),707255
708,       (2012 GV17),707587
1093,       (2012 HJ1),707758
1456,       (2012 HG8),707814
1089,       (2012 HG31),707977
1677,       (2012 HZ33),708010
206,       (2012 JS11),708430
1507,       (2012 KA4),708737
2605,       (2012 KC6),708760
23,       (2012 KU12),708815
1108,       (2012 LR1),709075
1443,       (2012 LZ1),709079
1603,       (2012 LK11),709161
1173,       (2012 MU2),709259
4726,       (2012 MS4),709271
1862,       (2012 MJ6),709287
24,       (2012 MZ6),709294
2181,       (2012 MM11),709318
1278,       (2012 NN),709339
648,       (2012 OO),709354
2035,       (2012 OQ),709355
2221,       (2012 OD1),709362
1323,       (2012 OP4),709387
36,       (2012 PS4),709452
1019,       (2012 PP28),709694
1684,       (2012 QQ10),709940
1019,       (2012 QG42),710191
1377,       (2012 QE50),710252
36,       (2012 RG15),710433
4255,       (2012 SD22),710865
922,       (2012 TY52),711886
1800,       (2012 TF53),711892
5757,       (2012 TO139),712719
1549,       (2012 TP139),712720
7329,       (2012 UZ33),714822
1586,       (2012 UR136),715773
5466,       (2012 UU136),715776
52,       (2012 UR138),715803
1361,       (2012 UR158),715960
40,       (2012 VK6),716316
94,       (2012 VL6),716317
151,       (2012 VO6),716320
217,       (2012 VF37),716639
1135,       (2012 VE46),716714
1508,       (2012 VC82),717037
1135,       (2012 XY6),717667
1135,       (2012 XO111),718390
1114,       (2012 XA133),718503
28,       (2012 XF133),718508
51,       (2012 XJ134),718517
1836,       (2012 YO1),718704
197,       (2012 YQ1),718705
1356,       (2012 YO3),718723
1251,       (2012 YY6),718751
1655,       (2013 AN20),718961
414,       (2013 AS27),719010
1509,       (2013 AX52),719168
32,       (2013 AN60),719226
2008,       (2013 BC18),720879
8,       (2013 BD18),720880
1745,       (2013 BE19),720898
717,       (2013 BO76),721294
1071,       (2013 BW76),721296
423,       (2013 CW32),721638
1131,       (2013 CU83),722053
1479,       (2013 EW27),723450
747,       (2013 ED28),723457
965,       (2013 ER89),723790
151,       (2013 EV108),723914
283,       (2013 EO126),724024
1348,       (2013 FX7),724206
50,       (2013 FA8),724209
1927,       (2013 FW13),724268
1073,       (2013 GY7),724486
188,       (2013 GR38),724715
964,       (2013 GS66),724871
286,       (2013 GG69),724892
5084,       (2013 GZ73),724928
1672,       (2013 GA80),724970
640,       (2013 GH84),725006
3229,       (2013 HT15),725549
1483,       (2013 JM7),728089
60,       (2013 JN7),728090
39,       (2013 JM14),728144
5067,       (2013 JL22),728223
37,       (2013 JR28),728272
737,       (2013 KZ1),728582
1452,       (2013 LE16),728842
737,       (2013 LG16),728844
218,       (2013 LM31),728943
1345,       (2013 LN31),728944
12434,       (2013 NV),729144
1417,       (2013 NJ10),729228
44,       (2013 NF19),729310
47,       (2013 ND24),729342
16,       (2013 OD4),729583
157,       (2013 PV13),729848
9,       (2013 QR1),730660
1143,       (2013 QU1),730662
1196,       (2013 QC11),730785
1634,       (2013 RZ73),732311
166,       (2013 RH74),732319
228,       (2013 RJ74),732320
261,       (2013 SW24),732886
1649,       (2013 TR132),734755
1208,       (2013 TE135),734785
1152,       (2013 TT135),734798
1377,       (2013 TV135),734800
1656,       (2013 US3),735238
14928,       (2013 UH9),735317
1063,       (2013 VO5),735607
50,       (2013 VY13),735726
1638,       (2013 WR43),736240
174,       (2013 WT44),736264
940,       (2013 WT45),736286
39,       (2013 WR67),736429
1100,       (2013 WF108),736653
696,       (2013 XW3),736767
1427,       (2013 XN24),736949
1447,       (2013 YC),736988
4231,       (2013 YP139),738038
1002,       (2014 AY28),738418
199,       (2014 AF51),738570
618,       (2014 BW2),738728
30,       (2014 BX2),738729
91,       (2014 CY4),739367
1347,       (2014 CD13),739441
1319,       (2014 CU13),739455
4587,       (2014 DM22),739823
1607,       (2014 DN112),740475
30,       (2014 EQ12),741098
756,       (2014 EG45),741326
46,       (2014 EQ49),741366
206,       (2014 ER49),741367
1407,       (2014 FO47),744213
1090,       (2014 GG17),744537
1180,       (2014 GE35),744654
9,       (2014 HE124),745929
1495,       (2014 HQ124),745938
528,       (2014 HK129),745979
1058,       (2014 HV177),746294
1,       (2014 HN197),746505
2200,       (2014 JO25),746997
1095,       (2014 JS54),747277
44,       (2014 JV55),747300
37,       (2014 KM4),747832
1162,       (2014 KP4),747835
138,       (2014 KS40),748181
979,       (2014 KZ45),748236
1302,       (2014 KT76),748468
30,       (2014 KP84),748553
1361,       (2014 KV86),748574
176,       (2014 KB91),748605
3632,       (2014 LJ21),749077
164,       (2014 MP5),749285
162,       (2014 MF6),749301
213,       (2014 MJ6),749304
202,       (2014 MK55),749725
1,       (2014 MV67),749849
3,       (2014 MC68),749855
22,       (2014 NB52),750408
312,       (2014 NE52),750411
43,       (2014 NK52),750416
1132,       (2014 NG65),750559
1436,       (2014 OY1),750753
64,       (2014 OT111),752096
1316,       (2014 OX299),754128
168,       (2014 OM339),754668
27,       (2014 OJ392),755131
2890,       (2014 PG51),756279
159,       (2014 PS59),756376
1478,       (2014 PW59),756379
913,       (2014 QC3),756776
1138,       (2014 QO296),758979
2,       (2014 QO390),759859
1114,       (2014 QX432),760221
1120,       (2014 QL433),760234
1375,       (2014 QK434),760247
1018,       (2014 SS1),762043
1242,       (2014 SP142),762878
617,       (2014 SM143),762896
29,       (2014 SM260),763630
31,       (2014 TN17),764735
85,       (2014 TW32),764866
904,       (2014 TY33),764882
221,       (2014 TA36),764919
942,       (2014 UQ56),766213
3302,       (2014 UR116),766717
5389,       (2014 VL6),767896
33,       (2014 WD7),768385
189,       (2014 WZ120),769370
1121,       (2014 WD201),769927
360,       (2014 WT202),769963
31,       (2014 WV363),770911
271,       (2014 WE365),770938
1290,       (2014 WG365),770939
24,       (2014 WR367),770982
37,       (2014 WK368),770988
1084,       (2014 XJ3),772165
713,       (2014 XL7),772217
1025,       (2014 YY8),772561
63,       (2014 YL14),772623
710,       (2014 YR15),772648
888,       (2014 YS34),772758
826,       (2014 YW34),772762
669,       (2014 YB35),772767
387,       (2015 AH),773169
479,       (2015 AR45),773655
194,       (2015 AY245),774689
124,       (2015 BS4),775389
794,       (2015 BY310),778953
145,       (2015 BZ310),778954
1230,       (2015 BL311),778963
765,       (2015 BN311),778965
174,       (2015 BK515),780371
1262,       (2015 BP515),780376
2,       (2015 BX516),780400
3,       (2015 BO519),780452
1141,       (2015 CX12),781454
1206,       (2015 CV13),781475
190,       (2015 CZ13),781479
10,       (2015 DB1),782102
39,       (2015 DH155),783126
1241,       (2015 DP155),783133
875,       (2015 DU180),783340
1035,       (2015 DC200),783446
28,       (2015 DG200),783450
54,       (2015 DN215),783565
404,       (2015 DR215),783569
766,       (2015 DV215),783573
948,       (2015 EK7),784265
5413,       (2015 EO61),784534
44,       (2015 FJ),784660
123,       (2015 FL),784662
210,       (2015 FC35),784828
208,       (2015 FF35),784831
1080,       (2015 FQ117),785169
18,       (2015 FS117),785171
768,       (2015 FN118),785189
1209,       (2015 FP118),785191
1708,       (2015 FT118),785195
47,       (2015 FE120),785209
43,       (2015 FV284),785692
723,       (2015 FS332),785978
662,       (2015 GY),786696
240,       (2015 GZ13),786808
521,       (2015 HB10),787395
1145,       (2015 HR11),787429
3231,       (2015 HY116),788238
49,       (2015 HX176),788575
1,       (2015 HV182),788638
61,       (2015 JV),788888
272,       (2015 JD1),788896
1116,       (2015 JY1),788916
153,       (2015 KB19),789213
714,       (2015 KJ122),789876
1115,       (2015 KH157),790093
186,       (2015 KL157),790096
5106,       (2015 LG2),790338
118,       (2015 LK24),790469
199,       (2015 MW53),791039
6427,       (2015 MT96),791527
9,       (2015 MG116),791646
951,       (2015 NJ3),792177
153,       (2015 NK13),792252
231,       (2015 NU13),792261
47,       (2015 NZ13),792266
32,       (2015 OC22),792632
285,       (2015 OL35),792788
1095,       (2015 PM),793583
269,       (2015 PR228),794465
59,       (2015 PU228),794468
11,       (2015 PM307),794694
1116,       (2015 QO3),794989
953,       (2015 RS1),795249
202,       (2015 RH2),795262
56,       (2015 RA36),795532
20,       (2015 RP82),796139
1042,       (2015 RR150),796627
871,       (2015 SY16),797977
20,       (2015 TX24),798450
221,       (2015 TV144),799236
22,       (2015 TB145),799242
38,       (2015 TH145),799248
950,       (2015 TK178),799515
21,       (2015 TL178),799516
27,       (2015 TR178),799522
804,       (2015 TM237),800021
9,       (2015 TY237),800033
57,       (2015 TK238),800044
10,       (2015 TD323),800593
5044,       (2015 TE323),800594
587,       (2015 UR51),801923
914,       (2015 UK52),801940
206,       (2015 VE1),802372
749,       (2015 WA2),803801
917,       (2015 WG9),803853
772,       (2015 XP129),805009
3993,       (2015 XD130),805022
39,       (2015 XK261),805809
763,       (2015 XK351),806286
4836,       (2015 XA352),806300
858,       (2015 XE352),806304
138,       (2015 XW377),806420
34,       (2015 XU378),806442
44,       (2015 YU7),807421
16,       (2015 YY9),807443
173,       (2016 AL8),807736
1347,       (2016 AZ8),807749
58,       (2016 AA10),807773
762,       (2016 AC65),808208
96,       (2016 AF193),809181
520,       (2016 AH193),809183
111,       (2016 AJ193),809184
78,       (2016 BE1),811110
76,       (2016 BC14),811191
37,       (2016 BP14),811202
51,       (2016 BV14),811208
223,       (2016 BZ14),811212
894,       (2016 BD15),811216
30,       (2016 BT39),811495
717,       (2016 BR80),812027
186,       (2016 CS29),812970
126,       (2016 CC30),812978
805,       (2016 CA136),813762
770,       (2016 CL136),813771
67,       (2016 CW137),813806
696,       (2016 CU193),814127
24,       (2016 CW193),814129
5213,       (2016 CB194),814133
5837,       (2016 CJ195),814163
704,       (2016 CO247),814584
71,       (2016 CR247),814587
958,       (2016 CL264),814698
2231,       (2016 DL),815989
40,       (2016 EF28),816816
26,       (2016 EJ56),816933
30,       (2016 EL56),816935
113,       (2016 EC85),817259
518,       (2016 EU85),817276
158,       (2016 EH157),818013
290,       (2016 EZ157),818028
192,       (2016 FY3),819531
768,       (2016 FC15),819719
66,       (2016 FG60),820429
220,       (2016 GQ134),822456
207,       (2016 GD135),822467
8685,       (2016 GT220),822975
31,       (2016 GX221),823000
19,       (2016 GD241),823055
50,       (2016 HL),823534
138,       (2016 HN3),823568
727,       (2016 HV3),823575
42,       (2016 JW5),823926
44,       (2016 JC6),823932
766,       (2016 JJ24),824179
122,       (2016 JU33),824298
1,       (2016 JT38),824364
2270,       (2016 KL1),824469
12,       (2016 KR3),824491
191,       (2016 LN1),824650
12,       (2016 LV47),825074
195,       (2016 LX48),825101
5214,       (2016 MK1),825452
236,       (2016 NV),825511
152,       (2016 NG15),825670
241,       (2016 NO16),825700
702,       (2016 NT22),825769
721,       (2016 NQ32),825845
372,       (2016 NG33),825861
1,       (2016 NF56),826085
3,       (2016 NL56),826088
201,       (2016 OK1),826791
799,       (2016 OP5),826836
54,       (2016 PF8),827016
290,       (2016 PR8),827026
178,       (2016 PN38),827299
203,       (2016 PR38),827303
448,       (2016 PO39),827324
253,       (2016 PQ39),827326
54,       (2016 PZ39),827334
1,       (2016 PO66),827459
213,       (2016 QJ44),829115
26,       (2016 QC45),829133
33,       (2016 QE45),829135
31,       (2016 RN1),829789
143,       (2016 RT1),829795
141,       (2016 SJ1),830568
177,       (2016 TZ17),831520
122,       (2016 TJ18),831529
379,       (2016 TR54),831781
11,       (2016 TH55),831794
19,       (2016 TA57),831830
40,       (2016 UZ25),832553
670,       (2016 UJ31),832628
29,       (2016 UW40),832766
53,       (2016 UF101),833723
21,       (2016 VC1),834521
260,       (2016 VS5),834627
60,       (2016 WP),834852
5141,       (2016 WJ1),834871
149,       (2016 WJ7),834976
192,       (2016 WF9),835022
234,       (2016 WG9),835023
197,       (2016 WW9),835037
168,       (2016 XM),835600
22,       (2016 XG1),835616
18,       (2016 XA2),835633
195,       (2016 XH2),835640
28,       (2016 XW17),835774
12,       (2016 XC18),835779
18,       (2016 XM23),835845
171,       (2016 XO23),835846
29,       (2016 XP23),835847
128,       (2016 YZ),835893
364,       (2016 YW7),835977
189,       (2016 YT8),835997
18,       (2016 YB11),836027
26,       (2017 AE3),836101
107,       (2017 AM4),836128
51,       (2017 AY13),836241
250,       (2017 AN19),836290
173,       (2017 AQ19),836293
1,       (2017 AB21),836325
1,       (2017 AG21),836330
15,       (2017 BF3),836446
54,       (2017 BL3),836451
10,       (2017 BP5),836480
130,       (2017 BQ6),836504
486,       (2017 BD29),836789
257,       (2017 BP31),836846
60,       (2017 BR31),836848
25,       (2017 BS31),836849
274,       (2017 BK92),837559
111,       (2017 BQ93),837588
1,       (2017 BC136),838092
248,       (2017 CS),838201
288,       (2017 CH1),838212
236,       (2017 CM32),838701
18,       (2017 DN109),840158
62,       (2017 EN),840403
533,       (2017 ED4),840492
208,       (2017 EQ13),840637
41,       (2017 ER13),840638
214,       (2017 FE1),840823
218,       (2017 FQ64),841745
41,       (2017 FE65),841759
27,       (2017 FN128),842646
244,       (2017 GK4),842854
20,       (2017 GM4),842856
